symbol,direction,entry_signal_date,entry_fill_date,entry_price,exit_signal_date,exit_fill_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,macro_proximity_at_entry,poc_distance_atr_at_entry,size_units,nav_at_entry
BTCUSDT,short,2022-09-04 08:00:00,2022-09-04 08:00:00,19843.0,2022-09-06 16:00:00,2022-09-06 16:00:00,18813.0,take_profit,507.0747,0.050707,14,12,0.1531,1.0,100000.0
BTCUSDT,long,2022-09-09 00:00:00,2022-09-09 00:00:00,19936.0,2022-09-09 12:00:00,2022-09-09 12:00:00,21258.5,take_profit,651.3728,0.065137,3,-24,0.1688,1.0,100000.0
BTCUSDT,long,2022-09-14 12:00:00,2022-09-14 12:00:00,20165.6,2022-09-18 16:00:00,2022-09-18 16:00:00,19715.6,hard_stop,-235.1523,-0.023515,25,6,0.3629,1.0,100000.0
BTCUSDT,short,2022-09-22 20:00:00,2022-09-22 20:00:00,19392.5,2022-09-27 00:00:00,2022-09-27 00:00:00,20091.9,hard_stop,-372.6549,-0.037265,25,6,0.8857,1.0,100000.0
BTCUSDT,short,2022-09-28 08:00:00,2022-09-28 08:00:00,18947.6,2022-09-29 08:00:00,2022-09-29 08:00:00,19454.3,macro_regime_off,-279.4217,-0.027942,6,-12,0.1862,1.0,100000.0
BTCUSDT,long,2022-10-01 00:00:00,2022-10-01 00:00:00,19408.0,2022-10-02 20:00:00,2022-10-02 20:00:00,19049.4,hard_stop,-196.7692,-0.019677,11,6,0.9174,1.0,100000.0
BTCUSDT,short,2022-10-10 08:00:00,2022-10-10 08:00:00,19323.2,2022-10-12 00:00:00,2022-10-12 00:00:00,19041.5,macro_regime_off,133.7833,0.013378,10,18,0.38,1.0,100000.0
BTCUSDT,long,2022-10-14 16:00:00,2022-10-14 16:00:00,19160.0,2022-10-23 20:00:00,2022-10-23 20:00:00,19560.7,take_profit,197.1336,0.019713,55,6,0.5361,1.0,100000.0
BTCUSDT,long,2022-10-25 04:00:00,2022-10-25 04:00:00,19296.9,2022-10-25 16:00:00,2022-10-25 16:00:00,20266.8,take_profit,490.6196,0.049062,3,-18,0.741,1.0,100000.0
BTCUSDT,short,2022-11-08 20:00:00,2022-11-08 20:00:00,18534.0,2022-11-10 00:00:00,2022-11-10 00:00:00,16351.7,macro_regime_off,1165.4576,0.116546,7,-12,0.8688,1.0,100000.0
BTCUSDT,short,2022-11-17 20:00:00,2022-11-17 20:00:00,16682.1,2022-11-21 00:00:00,2022-11-21 00:00:00,16067.2,take_profit,356.5987,0.03566,19,42,0.1199,1.0,100000.0
BTCUSDT,short,2022-11-23 00:00:00,2022-11-23 00:00:00,16577.9,2022-11-28 12:00:00,2022-11-28 12:00:00,16136.7,take_profit,254.1374,0.025414,33,-42,0.6125,1.0,100000.0
BTCUSDT,long,2022-12-01 12:00:00,2022-12-01 12:00:00,16970.5,2022-12-02 00:00:00,2022-12-02 00:00:00,16893.9,macro_regime_off,-57.1371,-0.005714,3,6,0.8512,1.0,100000.0
BTCUSDT,long,2022-12-03 08:00:00,2022-12-03 08:00:00,16938.5,2022-12-12 00:00:00,2022-12-12 00:00:00,16909.0,macro_regime_off,-29.4159,-0.002942,52,6,0.9669,1.0,100000.0
BTCUSDT,long,2022-12-16 12:00:00,2022-12-16 12:00:00,16961.8,2022-12-18 12:00:00,2022-12-18 12:00:00,16676.4,hard_stop,-180.2604,-0.018026,12,12,0.1136,1.0,100000.0
BTCUSDT,short,2022-12-20 04:00:00,2022-12-20 04:00:00,16796.1,2022-12-22 00:00:00,2022-12-22 00:00:00,16844.5,macro_regime_off,-40.8162,-0.004082,11,-18,0.8145,1.0,100000.0
BTCUSDT,long,2022-12-24 00:00:00,2022-12-24 00:00:00,16833.3,2022-12-27 16:00:00,2022-12-27 16:00:00,16681.3,hard_stop,-102.2972,-0.01023,22,6,0.1542,1.0,100000.0
BTCUSDT,short,2023-01-02 12:00:00,2023-01-02 12:00:00,16729.2,2023-01-05 00:00:00,2023-01-05 00:00:00,16819.0,macro_regime_off,-65.6786,-0.006568,15,-24,0.9552,1.0,100000.0
BTCUSDT,short,2023-01-30 16:00:00,2023-01-30 16:00:00,22783.7,2023-01-31 00:00:00,2023-01-31 00:00:00,22826.7,macro_regime_off,-30.8731,-0.003087,2,-12,0.1087,1.0,100000.0
BTCUSDT,long,2023-02-05 16:00:00,2023-02-05 16:00:00,22889.5,2023-02-09 16:00:00,2023-02-09 16:00:00,22027.3,hard_stop,-388.6793,-0.038868,24,12,0.05,1.0,100000.0
BTCUSDT,short,2023-02-15 12:00:00,2023-02-15 12:00:00,22798.1,2023-02-15 16:00:00,2023-02-15 16:00:00,23310.6,hard_stop,-236.7994,-0.02368,1,6,0.7637,1.0,100000.0
