variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,twap_slices_used,cancel_replace_triggered,micro_z_at_entry
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-16T00:45:00,43069.700000,2022-01-16T05:00:00,43073.640000,-0.001291,18,micro_z_compressed,4,False,-2.295
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-16T08:15:00,43182.270000,2022-01-16T11:15:00,42970.840000,0.003696,13,micro_z_compressed,4,False,-1.931
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-16T22:30:00,43170.000000,2022-01-16T23:15:00,43183.110000,-0.000896,4,micro_z_compressed,3,False,2.166
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-17T09:15:00,42743.260000,2022-01-17T12:45:00,42550.090000,0.003319,15,micro_z_compressed,4,False,-2.513
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-18T01:15:00,42325.490000,2022-01-18T06:00:00,42215.910000,0.001389,20,micro_z_compressed,4,False,-2.720
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-18T21:30:00,42383.920000,2022-01-18T22:00:00,42345.420000,-0.002108,3,micro_z_compressed,2,False,1.976
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-18T23:45:00,42352.120000,2022-01-19T04:45:00,41712.020000,0.013914,21,micro_z_compressed,4,False,-2.564
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-19T06:00:00,41820.830000,2022-01-19T08:30:00,41304.790000,0.011139,11,micro_z_compressed,4,False,-2.065
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-19T17:00:00,42332.010000,2022-01-19T20:15:00,41712.040000,-0.015845,14,micro_z_compressed,4,False,2.106
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-19T23:15:00,41797.180000,2022-01-20T02:15:00,41947.050000,-0.004786,13,micro_z_compressed,4,False,-2.741
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-20T07:15:00,41973.700000,2022-01-20T17:15:00,43229.140000,0.028710,41,micro_z_compressed,4,False,1.806
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-20T19:15:00,43073.720000,2022-01-21T00:15:00,40918.050000,0.048846,21,micro_z_compressed,4,False,-1.921
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-21T07:15:00,38837.720000,2022-01-21T12:30:00,37986.990000,-0.023105,22,micro_z_compressed,4,False,1.988
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-21T14:15:00,38604.420000,2022-01-21T19:00:00,38345.310000,-0.007912,20,micro_z_compressed,4,False,2.033
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-22T05:00:00,36309.150000,2022-01-22T10:15:00,34903.540000,0.037512,22,micro_z_compressed,4,False,-2.028
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-22T11:45:00,35406.760000,2022-01-22T17:45:00,34610.010000,-0.023703,25,micro_z_compressed,4,False,2.164
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-22T21:45:00,35387.010000,2022-01-23T02:15:00,35161.910000,-0.007561,19,micro_z_compressed,4,False,2.082
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2022-01-23T05:45:00,35456.400000,2022-01-23T07:45:00,35571.190000,0.002037,9,micro_z_compressed,4,False,2.079
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-23T14:45:00,35323.850000,2022-01-23T16:00:00,35320.900000,-0.001116,6,micro_z_compressed,4,False,-2.269
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2022-01-24T05:45:00,35184.060000,2022-01-24T09:30:00,34518.760000,0.017709,16,micro_z_compressed,4,False,-1.868
