symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,risk_per_trade
BTCUSDT,long,2024-09-16,58904.224,2024-09-16,58548.585190000005,trailing,-341.5465418252429,-0.006037577373058989,15,190.39722196378963,0.01
BTCUSDT,long,2024-09-17,58850.553615000004,2024-09-17,59221.04498500001,target,353.9848640742559,0.006295461083063891,18,137.4688348344795,0.01
BTCUSDT,long,2024-09-26,63449.020985,2024-09-26,64111.04896000001,target,590.3833201444517,0.010434014027679295,30,178.59892938851027,0.01
BTCUSDT,long,2024-09-30,64748.837790000005,2024-09-30,64338.377455,stop,-362.4347559172191,-0.006339269537644077,2,155.8358792656241,0.01
BTCUSDT,long,2024-09-30,63915.169160000005,2024-09-30,63738.249,trend_reversal,-157.25415444052055,-0.00276804649545892,1,214.37063217241143,0.01
BTCUSDT,long,2024-10-21,67442.03153000001,2024-10-21,66885.530985,stop,-467.47660660682516,-0.008251538875314823,2,259.59371674323114,0.01
BTCUSDT,long,2024-10-21,67864.64450000001,2024-10-21,67276.43375,stop,-486.98529435405493,-0.008667410760547223,16,234.37939444352344,0.01
BTCUSDT,long,2024-10-22,67571.16494000002,2024-10-22,67215.00603,trailing,-293.58121177426534,-0.005270871240954156,27,217.9229896739634,0.01
BTCUSDT,long,2024-10-22,67238.80715000001,2024-10-22,66795.965535,stop,-364.9044106880154,-0.00658610159475459,9,193.4368337346345,0.01
BTCUSDT,long,2024-10-22,67541.590645,2024-10-22,67001.34700000001,stop,-440.2499359117641,-0.007998681106572203,1,257.633960671683,0.01
BTCUSDT,long,2024-10-22,67611.56545000001,2024-10-23,67117.17300000001,stop,-399.24915605334087,-0.007312246754079599,23,249.32809090620287,0.01
BTCUSDT,long,2024-10-23,67407.87036500001,2024-10-23,66986.818825,stop,-338.5559774629009,-0.006246326099906496,4,148.1852704780282,0.01
BTCUSDT,long,2024-10-24,67114.531015,2024-10-24,67534.935415,target,337.3923822221139,0.006263984768157593,11,158.7103280316278,0.01
BTCUSDT,long,2024-10-27,67249.90376999999,2024-10-27,67027.34793999999,stop,-179.36752558330585,-0.0033093851072435454,1,56.32373884171775,0.01
BTCUSDT,long,2024-11-01,70384.588755,2024-11-01,71093.63934000001,target,544.197471869417,0.010073946549124857,5,223.41661709096627,0.01
BTCUSDT,long,2024-11-24,97014.053125,2024-11-24,97852.99001500002,target,471.8507931445478,0.008647581076929756,5,274.67182843610635,0.01
BTCUSDT,long,2024-12-02,95636.41977,2024-12-02,94789.611985,stop,-487.3164038235111,-0.008854448828558459,3,339.8992623497884,0.01
BTCUSDT,long,2024-12-03,96299.41277,2024-12-03,95488.77167,stop,-459.1894635807642,-0.00841792360599447,4,220.82357600475171,0.01
BTCUSDT,long,2024-12-09,99589.16,2024-12-09,98752.798275,stop,-454.2528727916475,-0.00839812008656371,5,366.38210222821186,0.01
BTCUSDT,long,2024-12-18,104382.24886500002,2024-12-18,103863.900105,trailing,-266.347336559816,-0.004965870783933957,31,471.4369856466316,0.01
BTCUSDT,long,2025-01-21,102539.589015,2025-01-21,102919.08945,trailing,125.48236625153696,0.003701013809841669,52,1074.4303964282756,0.01
BTCUSDT,long,2025-01-22,104454.14655,2025-01-22,103551.10001000001,stop,-462.48248349262843,-0.008645387184966657,5,408.2728065200607,0.01
BTCUSDT,long,2025-03-07,88848.43304,2025-03-07,87037.248,stop,-591.8371467563967,-0.0203851095402503,8,1080.3345406255182,0.01
BTCUSDT,long,2025-03-22,84235.253635,2025-03-22,83976.396175,stop,-161.1508930335676,-0.0030730299824542895,1,85.79228692131811,0.01
BTCUSDT,long,2025-03-26,86697.040785,2025-03-27,86815.590985,trailing,71.48703443057076,0.001367407686889699,62,333.0607160760067,0.01
BTCUSDT,long,2025-04-16,83769.45598500001,2025-04-16,83263.007865,stop,-316.4987392794223,-0.006045737244499749,2,219.28785743768202,0.01
BTCUSDT,long,2025-04-16,83714.50368,2025-04-16,84553.53916,target,521.5173197702,0.010022582027210403,25,239.72328710307337,0.01
BTCUSDT,long,2025-04-28,93518.48763,2025-04-28,94269.82284000001,target,422.23717527421337,0.008034082126868958,15,251.51624584791088,0.01
BTCUSDT,long,2025-04-30,94522.521425,2025-04-30,94385.798615,trailing,-76.63040030029939,-0.00144645749963912,33,263.34021151238375,0.01
BTCUSDT,long,2025-05-04,95706.00399000001,2025-05-04,95317.219385,stop,-214.90011572588136,-0.004062280199689794,5,145.26941694565707,0.01
BTCUSDT,long,2025-05-04,95743.40000000001,2025-05-04,95064.34926,stop,-373.6735305031425,-0.007092402609474968,10,126.07070293791863,0.01
BTCUSDT,long,2025-05-13,102527.31062500001,2025-05-13,103660.95498,target,578.4223323654669,0.011056998843423926,29,368.07919641980936,0.01
BTCUSDT,long,2025-05-15,102690.32478000001,2025-05-15,101980.28976500001,stop,-365.7073314424358,-0.006914332158566627,6,254.15220638861092,0.01
BTCUSDT,long,2025-05-15,102646.57926,2025-05-15,103690.500595,target,534.187147649991,0.010170054789218064,6,377.45083317004014,0.01
BTCUSDT,long,2025-05-17,103310.603805,2025-05-17,102722.20522,stop,-302.19783756208045,-0.005695432640299036,28,254.64055422562407,0.01
BTCUSDT,long,2025-05-17,103224.68512000001,2025-05-17,102777.95147500001,stop,-228.32273704663592,-0.0043277791981701785,1,167.28838633833266,0.01
BTCUSDT,long,2025-05-17,103279.4872,2025-05-17,102785.12070500001,stop,-251.4406054829062,-0.004786686189123479,4,164.82522781050335,0.01
BTCUSDT,long,2025-05-17,103285.13566000001,2025-05-17,102832.7192,stop,-228.9903640864568,-0.004380266890380957,7,170.32360372721402,0.01
BTCUSDT,long,2025-05-24,108210.81311000002,2025-05-24,107426.368375,stop,-377.3130466956906,-0.007249226879042059,19,340.5856430620261,0.01
BTCUSDT,long,2025-05-24,108413.606845,2025-05-24,109143.39896,target,347.8289596006013,0.006731554610514889,9,261.5354008071225,0.01
BTCUSDT,long,2025-05-25,107634.399785,2025-05-25,107042.45511,stop,-286.084329919336,-0.005499586342121221,9,260.95379943839686,0.01
BTCUSDT,long,2025-05-28,109026.93546000001,2025-05-28,108432.20735000001,stop,-282.1978330732869,-0.005454873215419265,22,258.43227007735607,0.01
BTCUSDT,long,2025-07-01,107496.08262,2025-07-01,107008.94545,stop,-233.15897539303793,-0.004531673695701399,1,178.38833348396054,0.01
BTCUSDT,long,2025-07-01,107339.75848500001,2025-07-01,106733.129795,stop,-289.4564862530105,-0.005651481786078216,1,153.7760232042742,0.01
BTCUSDT,long,2025-07-05,108229.97180500001,2025-07-05,107897.900015,trailing,-156.25863361367303,-0.003068205456047801,11,139.83078497072964,0.01
BTCUSDT,long,2025-07-05,108240.17709,2025-07-05,107881.00539500001,stop,-168.4762322166625,-0.0033182844361141495,9,112.4603115955173,0.01
