variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,poc_dist_at_entry,funding_z_at_entry
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-01T19:00:00,23355.140000,2023-03-02T00:00:00,23606.950000,0.009582,6,time_stop,-1.905,1.533
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-08T19:00:00,21997.250000,2023-03-08T22:00:00,21802.160000,-0.010069,4,sl_atr,-2.478,3.431
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-08T23:00:00,21705.440000,2023-03-09T04:00:00,21740.430000,0.000412,6,time_stop,-3.804,2.714
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-09T07:00:00,21688.540000,2023-03-09T12:00:00,21611.340000,-0.004759,6,time_stop,-2.552,1.994
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-09T16:00:00,21478.850000,2023-03-09T18:00:00,21012.890000,-0.022894,3,sl_atr,-1.701,1.604
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-09T20:00:00,20116.660000,2023-03-10T01:00:00,20111.010000,-0.001481,6,time_stop,-7.177,1.453
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-14T19:00:00,25054.150000,2023-03-14T20:00:00,24570.060000,-0.020522,2,sl_atr,-1.572,3.268
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-14T23:00:00,24670.410000,2023-03-15T04:00:00,24799.900000,0.004049,6,time_stop,-2.443,2.636
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-15T08:00:00,24754.700000,2023-03-15T13:00:00,24777.010000,-0.000299,6,time_stop,-2.960,1.791
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-15T16:00:00,24104.690000,2023-03-15T21:00:00,24422.310000,0.011977,6,time_stop,-1.611,1.474
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2023-03-17T01:00:00,25666.590000,2023-03-17T06:00:00,26142.140000,-0.019728,6,sl_atr,2.675,-1.489
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2023-03-22T13:00:00,28285.560000,2023-03-22T14:00:00,28563.610000,-0.011030,2,sl_atr,1.356,-1.621
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2023-03-23T15:00:00,28580.870000,2023-03-23T20:00:00,28280.030000,0.009326,6,time_stop,1.808,-1.283
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-24T00:00:00,28195.300000,2023-03-24T05:00:00,28284.450000,0.001962,6,time_stop,-1.234,1.230
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2023-03-24T08:00:00,28034.370000,2023-03-24T14:00:00,27989.060000,-0.002816,6,time_stop,-2.165,1.230
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2023-03-26T09:00:00,27686.730000,2023-03-26T11:00:00,27865.950000,-0.007673,3,sl_atr,1.366,-1.496
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2023-03-26T13:00:00,28149.990000,2023-03-26T16:00:00,27699.280000,0.014811,4,tp_atr,3.323,-1.420
