pair,direction,entry_ts,exit_ts,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,pnl_pct,bars_held,exit_reason,entry_price_a,entry_price_b,exit_price_a,exit_price_b
BTCUSDT/ETHUSDT,short_a_long_b,2023-12-28T05:09:00,2023-12-28T05:10:00,3.6789929782438824,3.277339797915006,,-1,-0.00025055569325658155,2,regime_break,43284.0,2393.11,43275.23,2393.94
BTCUSDT/ETHUSDT,short_a_long_b,2023-12-28T05:11:00,2023-12-28T05:13:00,3.017065229452082,3.5420723655935014,,-1,-0.0017275067630472033,3,regime_break,43209.02,2391.16,43183.14,2387.51
BTCUSDT/ETHUSDT,short_a_long_b,2023-12-28T05:14:00,2023-12-28T05:15:00,3.2889377445155286,3.2500423361715076,,-1,-0.0007690643448602146,2,regime_break,43170.06,2387.73,43215.19,2390.3
BTCUSDT/ETHUSDT,long_a_short_b,2024-01-23T22:11:00,2024-01-23T23:54:00,-2.567323295965294,-0.47750549921121543,,1,0.0003694650492330982,104,z_mean_revert,39329.74,2215.66,39879.68,2244.05
BTCUSDT/ETHUSDT,long_a_short_b,2024-01-26T22:14:00,2024-01-26T22:15:00,-3.043661183449024,-3.142799478330475,,1,-0.0010293453564468084,2,regime_break,41838.93,2264.43,41844.67,2265.26
BTCUSDT/ETHUSDT,long_a_short_b,2024-02-09T21:47:00,2024-02-10T00:51:00,-2.629583664397771,-0.4867962376283201,,1,-0.0026844399772315334,185,z_mean_revert,47400.0,2497.27,47071.9,2484.69
BTCUSDT/ETHUSDT,short_a_long_b,2024-02-17T01:50:00,2024-02-17T02:09:00,2.7157143172445046,0.4407757976564942,,-1,0.0009901810140046327,20,z_mean_revert,51873.62,2779.99,51949.44,2789.03
BTCUSDT/ETHUSDT,long_a_short_b,2024-04-12T11:04:00,2024-04-12T11:54:00,-2.725762928754096,-0.3249039290911643,,1,0.0016144205177512035,51,z_mean_revert,70832.0,3537.09,70933.73,3533.63
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-11T00:02:00,2024-05-11T02:17:00,-2.774698927356898,-0.43787156082050743,,1,-0.0010814355591072015,136,z_mean_revert,60815.99,2913.45,60778.0,2912.45
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-13T06:44:00,2024-05-13T06:45:00,-2.6041217881392527,-3.1476886971779114,,1,-0.0015893487234751361,2,regime_break,61477.56,2915.57,61514.22,2919.61
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-29T21:45:00,2024-05-29T21:46:00,-2.9498279341319855,-4.3595375018458675,,1,-0.0022494212500721914,2,regime_break,67591.61,3777.16,67664.0,3786.68
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-29T21:47:00,2024-05-29T21:48:00,-2.8620312548351343,-3.506985715763042,,1,-0.0015241171191338935,2,regime_break,67673.13,3782.07,67782.66,3790.93
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-29T21:49:00,2024-05-29T21:50:00,-3.7789170180972986,-3.3317079663773086,,1,-0.00043937625754817344,2,regime_break,67691.45,3787.31,67739.99,3788.66
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-29T21:51:00,2024-05-29T21:52:00,-3.8814862162822927,-3.64390954809922,,1,-0.0006759642424595029,2,regime_break,67765.5,3792.8,67716.91,3789.61
BTCUSDT/ETHUSDT,long_a_short_b,2024-05-29T21:53:00,2024-05-29T22:01:00,-3.4915965949805248,-0.4924532232012663,,1,0.0024936931180462815,9,z_mean_revert,67670.17,3786.81,67661.46,3773.85
BTCUSDT/ETHUSDT,short_a_long_b,2024-06-02T02:40:00,2024-06-02T04:50:00,2.5515832405524894,0.4172908865965254,,-1,-9.426963094192264e-05,131,z_mean_revert,67762.2,3807.83,67841.26,3814.96
BTCUSDT/ETHUSDT,long_a_short_b,2024-07-14T19:54:00,2024-07-14T20:39:00,-2.5735785037444314,0.2543411645679246,,1,0.0010346174048244902,46,z_mean_revert,59905.59,3190.57,60223.53,3201.65
BTCUSDT/ETHUSDT,short_a_long_b,2024-07-23T13:28:00,2024-07-23T13:31:00,2.8948658570790013,3.5602834978279625,,-1,-0.0021915098765521216,4,regime_break,66460.0,3482.59,66196.0,3463.91
BTCUSDT/ETHUSDT,long_a_short_b,2024-09-10T13:20:00,2024-09-10T13:21:00,-2.5678217672697987,-3.2527228761575637,,1,-0.0012491615705335405,2,regime_break,56894.3,2343.01,56898.37,2344.23
BTCUSDT/ETHUSDT,long_a_short_b,2024-09-10T13:22:00,2024-09-10T13:23:00,-3.726291228070421,-3.214626749760886,,1,-0.0005118616105196143,2,regime_break,56907.99,2345.38,56942.1,2346.11
BTCUSDT/ETHUSDT,long_a_short_b,2024-09-10T13:24:00,2024-09-10T13:35:00,-3.1271388276302257,-3.251435586871046,,1,-0.0011768526713117114,12,regime_break,56937.63,2345.87,56731.71,2338.27
BTCUSDT/ETHUSDT,short_a_long_b,2024-09-23T20:59:00,2024-09-23T21:09:00,2.5735813636390388,3.123854341627958,,-1,-0.0022574728293967886,11,regime_break,63308.0,2661.58,63339.14,2659.01
BTCUSDT/ETHUSDT,long_a_short_b,2024-10-26T04:06:00,2024-10-26T04:07:00,-3.264626930302332,-3.0784957807274522,,1,-0.000660399860677207,2,regime_break,66904.0,2457.89,66854.0,2455.71
BTCUSDT/ETHUSDT,long_a_short_b,2024-10-26T04:08:00,2024-10-26T04:09:00,-3.713744426133822,-3.557088300624653,,1,-0.0007434771384834164,2,regime_break,66816.0,2456.03,66872.01,2457.95
BTCUSDT/ETHUSDT,long_a_short_b,2024-10-26T04:10:00,2024-10-26T04:11:00,-3.910767553884203,-3.2801516372327253,,1,-0.0002127394706688872,2,regime_break,66892.0,2459.78,66926.66,2459.61
BTCUSDT/ETHUSDT,long_a_short_b,2024-10-26T04:12:00,2024-10-26T07:33:00,-3.214967727521591,-0.46741155367357734,,1,-0.0018292938650748872,202,z_mean_revert,66931.33,2459.76,67054.0,2466.8
BTCUSDT/ETHUSDT,long_a_short_b,2024-11-05T01:58:00,2024-11-05T02:48:00,-2.520645383743797,-0.2209930460391563,,1,0.001372502617847627,51,z_mean_revert,68026.01,2412.71,67848.71,2401.18
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:31:00,2024-11-07T06:34:00,2.5539104229658194,3.0813838299003593,,-1,-0.0023747401839274477,4,regime_break,74778.0,2818.42,74662.01,2809.61
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:35:00,2024-11-07T06:36:00,3.30998812262035,3.150750308949063,,-1,-0.00039242962337802045,2,regime_break,74647.99,2807.19,74700.0,2810.29
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:37:00,2024-11-07T06:38:00,3.128576974263937,3.1161823611002313,,-1,-0.0008764168680117417,2,regime_break,74740.0,2811.74,74741.99,2811.6
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:39:00,2024-11-07T06:40:00,3.47775783244303,3.3100717385830576,,-1,-0.0004903408116949441,2,regime_break,74659.9,2804.9,74644.5,2805.19
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:41:00,2024-11-07T06:42:00,3.537947848408873,4.093521653691386,,-1,-0.003007393947980085,2,regime_break,74580.01,2800.0,74490.0,2790.44
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:43:00,2024-11-07T06:44:00,4.098199335004195,4.099190345483989,,-1,-0.0012777260333264088,2,regime_break,74477.99,2788.6,74519.98,2788.84
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:45:00,2024-11-07T06:46:00,3.874923965952765,4.06146147065567,,-1,-0.0020086657978096493,2,regime_break,74536.36,2790.4,74518.0,2786.34
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:47:00,2024-11-07T06:48:00,4.1168995227113285,4.03047485573247,,-1,-0.001069336625121408,2,regime_break,74467.99,2782.22,74442.01,2780.5
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:49:00,2024-11-07T06:50:00,3.844482103106503,3.472391142039165,,-1,0.0002865364761341034,2,regime_break,74488.95,2782.79,74592.98,2789.7
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-07T06:51:00,2024-11-07T07:56:00,3.3396915573976718,0.4443445259864325,,-1,0.0077901805875869815,66,z_mean_revert,74645.99,2792.12,74842.36,2823.45
BTCUSDT/ETHUSDT,long_a_short_b,2024-11-11T09:23:00,2024-11-11T09:48:00,-2.9722890048105195,-0.4857718876837026,,1,0.00251633466780612,26,z_mean_revert,81430.0,3167.74,81644.01,3165.56
BTCUSDT/ETHUSDT,long_a_short_b,2024-11-19T11:13:00,2024-11-19T11:14:00,-3.0217156503342912,-3.0098661525505417,,1,-0.0008733886872793521,2,regime_break,91713.36,3129.32,91686.7,3128.64
BTCUSDT/ETHUSDT,long_a_short_b,2024-11-19T11:15:00,2024-11-19T11:21:00,-3.05320733452333,-0.4214165677841237,,1,0.0024698588138991847,7,z_mean_revert,91664.01,3128.33,91676.0,3118.51
BTCUSDT/ETHUSDT,short_a_long_b,2024-11-27T00:42:00,2024-11-27T01:05:00,2.598832842428661,3.039598887074993,,-1,-0.0028282037995666968,24,regime_break,91992.87,3313.03,92040.06,3308.01
BTCUSDT/ETHUSDT,long_a_short_b,2025-01-07T01:24:00,2025-01-07T01:36:00,-2.7651604893166493,-3.0821206992552854,,1,-0.001951726908015349,13,regime_break,101862.85,3684.85,101803.86,3686.96
BTCUSDT/ETHUSDT,long_a_short_b,2025-02-03T07:45:00,2025-02-03T08:24:00,-2.5102968840793483,-0.3426279778449305,,1,0.0158259606285768,40,z_mean_revert,94670.4,2593.01,95368.15,2569.01
BTCUSDT/ETHUSDT,short_a_long_b,2025-02-11T10:05:00,2025-02-11T10:28:00,2.520289669506689,3.0467387189252735,,-1,-0.0018999906857863672,24,regime_break,98008.2,2698.76,97909.37,2693.07
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-10T23:38:00,2025-03-10T23:43:00,-2.5029704153437664,-3.025982579541662,,1,-0.003247806655056506,6,regime_break,79376.76,1892.52,79270.54,1894.62
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-10T23:44:00,2025-03-10T23:58:00,-2.934419607599706,-0.010848402818077372,,1,0.008057066625041487,15,z_mean_revert,79230.76,1893.52,78524.91,1859.88
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-11T13:27:00,2025-03-11T13:34:00,-3.4852534893293985,-0.3404363849068099,,1,0.014090927709740098,8,z_mean_revert,82071.59,1955.09,81021.84,1900.97
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-29T23:45:00,2025-03-29T23:53:00,-2.594929136821587,-3.256253767882128,,1,-0.0019071204912980192,9,regime_break,82483.06,1824.61,82643.99,1830.19
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-29T23:54:00,2025-03-30T00:27:00,-2.873317647670457,-0.25346385346192324,,1,0.00220885896484393,34,z_mean_revert,82659.07,1829.7,82620.91,1823.35
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-31T11:17:00,2025-03-31T11:22:00,-2.591300680041256,-3.0479535629683783,,1,-0.0016842240101616382,6,regime_break,82201.44,1808.19,82135.12,1808.33
BTCUSDT/ETHUSDT,long_a_short_b,2025-03-31T11:23:00,2025-03-31T11:42:00,-2.747527022002515,-3.09855366904184,,1,-0.002505549285858754,20,regime_break,82048.4,1805.87,81968.89,1807.2
BTCUSDT/ETHUSDT,long_a_short_b,2025-04-05T20:43:00,2025-04-05T20:46:00,-3.709689089655998,0.013888260749439638,,1,0.003963860175975631,4,z_mean_revert,83089.99,1800.32,82991.06,1789.6
BTCUSDT/ETHUSDT,long_a_short_b,2025-04-15T13:48:00,2025-04-15T13:53:00,-2.681210648093801,0.14625283266750785,,1,0.005423078641252044,6,z_mean_revert,86439.21,1660.41,86140.02,1644.33
BTCUSDT/ETHUSDT,short_a_long_b,2025-05-04T02:37:00,2025-05-04T03:22:00,2.668634761161015,0.4896752249373235,,-1,0.001007502628916935,46,z_mean_revert,96047.19,1834.07,95702.34,1830.8
