symbol,tf,er,fast,slow,lb,year,t,mean
SOL,1h,15,2,20,10,2025,-0.24817307691670407,-1.7213119565717952e-05
SOL,1h,15,2,20,10,2026,-0.19430797645195166,-1.2655746485683483e-05
SOL,1h,15,2,20,10,20242026,0.5636630597385829,2.3344454349154727e-05
SOL,1h,10,3,30,10,2020,-0.631451126756018,-0.00013838423312232035
SOL,1h,10,3,30,10,2021,2.8722973089200488,0.0004310023652386306
SOL,1h,10,3,30,10,2022,-1.6108731190733365,-0.00013411817906166764
SOL,1h,10,3,30,10,2023,2.4517437623583986,0.00021011880675419727
SOL,1h,10,3,30,10,2024,1.660695623585123,0.00011995239169151208
SOL,1h,10,3,30,10,2025,-0.1259516347830985,-8.47581240503257e-06
SOL,1h,10,3,30,10,2026,-0.2581290805360465,-1.6319260165965307e-05
SOL,1h,10,3,30,10,20242026,0.9770562480770412,4.002505929191629e-05
SOL,1h,20,3,20,10,2020,-0.3975070369444525,-8.889028158471577e-05
SOL,1h,20,3,20,10,2021,2.7850458620312746,0.00041707769402431314
SOL,1h,20,3,20,10,2022,-1.3269963233993929,-0.0001113067567100949
SOL,1h,20,3,20,10,2023,2.663341666903016,0.00022880515252265662
SOL,1h,20,3,20,10,2024,1.4681515169800898,0.00010497204014265906
SOL,1h,20,3,20,10,2025,-0.28261386285944423,-1.9224298278747196e-05
SOL,1h,20,3,20,10,2026,-1.1621101958020816,-7.323753538591148e-05
SOL,1h,20,3,20,10,20242026,0.42771700418663516,1.7509832335853243e-05
SOL,4h,15,2,20,10,2020,-0.45158872428602215,-0.00039592173650781587
SOL,4h,15,2,20,10,2021,3.048516015272008,0.0019666406125393933
SOL,4h,15,2,20,10,2022,-0.5278109002029444,-0.00016102636762812533
SOL,4h,15,2,20,10,2023,3.255274584537091,0.0011650682655980306
SOL,4h,15,2,20,10,2024,0.5710491840433555,0.0001573453546409249
SOL,4h,15,2,20,10,2025,0.7316202909008187,0.00018438380182739345
SOL,4h,15,2,20,10,2026,-1.0399291479291193,-0.00027565509009713903
SOL,4h,15,2,20,10,20242026,0.4654461148858528,7.305469443981153e-05
SOL,4h,20,2,20,10,2020,-0.6227469078439277,-0.0005280003071762861
SOL,4h,20,2,20,10,2021,3.3888692992574923,0.002210170924875848
