variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T15:00:00,2250.31,80.59,2023-12-20T16:30:00,2223.21,80.52,-0.01197419109788198,4,-2.726630921490016,-2.882713051921634,0.0001025780074477629,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T17:00:00,2234.17,81.59,2023-12-20T17:30:00,2232.17,83.19,-0.021305433380669345,2,-3.0538700065494186,-3.566290570940715,0.0001312362280149267,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T18:00:00,2223.86,82.18,2023-12-20T18:30:00,2225.48,82.88,-0.008589424441205562,2,-3.1448077725654566,-3.243401736013654,0.0001312362280149267,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T19:00:00,2216.45,82.17,2023-12-20T19:30:00,2204.51,81.07,0.0071998881431870835,2,-2.9828488323683153,-2.6528958286134467,0.0001312362280149267,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T20:00:00,2184.23,80.48,2023-12-20T23:30:00,2202.17,82.21,-0.014082603109043612,8,-2.624522902866032,-2.461976066380309,0.0001312362280149267,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T00:30:00,2192.2,82.95,2023-12-21T02:00:00,2199.11,82.96,0.002231530112874048,4,-2.6412773055619465,-2.3780902334762164,0.0001602126217893874,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T04:30:00,2199.54,84.83,2023-12-21T05:00:00,2200.01,84.31,0.005543587914968473,2,-2.5631633306124164,-2.3677694309558124,0.0001602126217893874,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T06:30:00,2214.32,86.62,2023-12-21T07:00:00,2213.7,86.23,0.0034224287177763387,2,-2.6048393080638212,-2.456875259927405,0.0001602126217893874,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T07:30:00,2215.11,86.83,2023-12-21T10:00:00,2227.09,87.65,-0.004835431348740071,6,-2.5180499316541467,-2.341679481180425,0.0001602126217893874,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T17:00:00,2235.44,92.14,2023-12-21T17:30:00,2232.34,92.5,-0.006093849495982772,2,-2.575222486128903,-2.586782941006094,0.00023630541318123437,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-21T18:00:00,2235.58,94.21,2023-12-21T19:00:00,2222.43,91.81,0.018792860211863462,3,-2.7709572424832976,-2.330123390241229,0.00023630541318123437,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-23T22:00:00,2292.06,107.74,2023-12-23T22:30:00,2296.43,108.81,-0.008824734279294732,2,-2.945461531549946,-3.02828750213171,0.0002555114257563098,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-23T23:00:00,2312.78,108.28,2023-12-23T23:30:00,2308.2,107.88,0.0009138255755374531,2,-2.710365745073194,-2.61623022098142,0.0002555114257563098,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T00:00:00,2301.73,108.24,2023-12-24T00:30:00,2303.34,109.37,-0.010540289614544873,2,-2.681093258970817,-2.8008009015252826,0.00022832666447712984,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T01:00:00,2314.69,111.8,2023-12-24T01:30:00,2307.68,112.07,-0.0062435101294507685,2,-3.048704340088238,-3.0553880085962297,0.00022832666447712984,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T02:00:00,2325.5,112.12,2023-12-24T02:30:00,2320.23,112.4,-0.005563503611673881,2,-2.8336193409170343,-2.8403363287558165,0.00022832666447712984,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T03:00:00,2316.99,114.03,2023-12-24T03:30:00,2316.67,116.22,-0.020143582464733887,2,-3.0355085161776807,-3.2603640886493026,0.00022832666447712984,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T04:00:00,2314.55,115.97,2023-12-24T04:30:00,2308.66,114.87,0.006140440570862627,2,-3.124005989086729,-2.9036140252642593,0.00022832666447712984,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-24T05:00:00,2302.33,114.9,2023-12-24T13:00:00,2294.68,112.43,0.017374232977144712,17,-2.8624066268679638,-1.8319555156837097,0.00022832666447712984,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-27T14:00:00,2302.64,107.25,2023-12-27T14:30:00,2326.66,108.07,-0.003585817061952356,2,2.513406875833273,2.5307430579888504,0.00033969567978774974,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-27T15:00:00,2336.47,107.06,2023-12-27T15:30:00,2341.96,107.8,0.0037623134791503706,2,2.8636051982091657,2.644380976724155,0.00033969567978774974,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-27T16:00:00,2373.47,106.45,2023-12-27T16:30:00,2366.33,105.43,-0.007373709624883684,2,3.2714870277690813,3.3032950359711335,0.0003732566398349165,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-27T17:00:00,2353.31,106.05,2023-12-27T17:30:00,2346.12,108.13,0.02186866099667686,2,2.885688666809691,2.228098838663534,0.0003732566398349165,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-28T00:30:00,2432.34,107.1,2023-12-28T01:00:00,2428.6,105.41,-0.015042031206522788,2,2.6424975849890857,2.8502627353502574,0.00035089516431604617,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-28T01:30:00,2414.7,105.09,2023-12-28T02:00:00,2411.81,103.75,-0.01235413930857252,2,2.709691513720906,2.8496259079788513,0.00035089516431604617,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-28T02:30:00,2410.93,103.31,2023-12-28T03:00:00,2412.19,104.32,0.008453781220970314,2,2.828172055468431,2.5718241835101945,0.00035089516431604617,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-01T16:00:00,2310.76,107.02,2024-01-01T16:30:00,2309.89,106.64,0.0023742386731234973,2,-2.5189376541356165,-2.174641787110667,0.0003361079706138182,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-01T18:00:00,2329.19,108.12,2024-01-01T18:30:00,2326.9,107.88,0.0004365814185885115,2,-2.520534293161372,-2.3615264657227915,0.0003361079706138182,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-01T19:00:00,2329.04,108.56,2024-01-01T19:30:00,2337.26,108.81,0.00042647716223589494,2,-2.7427249881304014,-2.57829636969644,0.0003361079706138182,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-01T23:30:00,2352.04,109.91,2024-01-02T00:00:00,2370.0,108.92,0.015843294225196616,2,-2.6268397928510745,-1.3703448588823528,0.0003361079706138182,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T01:00:00,2388.03,111.93,2024-01-02T01:30:00,2378.08,111.05,0.0028954423202788523,2,-2.7993759792151818,-2.4830369675347823,0.0003803173104774142,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T02:00:00,2380.32,111.4,2024-01-02T02:30:00,2382.95,111.92,-0.004362970095055018,2,-2.586572213048546,-2.759762048661598,0.0003803173104774142,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T04:30:00,2387.66,112.46,2024-01-02T05:30:00,2377.48,112.61,-0.0063973961941721,3,-2.6581584733730814,-2.82344530791928,0.0003803173104774142,confluence_lost
