variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,gross_pnl_pct,cost_pct,net_pnl_pct,bars_held,exit_reason,funding_ema_at_entry,half_at_entry,slope_4h_at_entry
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 07:59:00+00:00,45030.4,2024-01-03 08:05:00+00:00,45092.9,0.0013879512507106728,0.001,0.0003879512507106728,6,take_profit,0.00038243327951450725,lower,72.03886326793145
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:10:00+00:00,45130.7,2024-01-03 08:12:00+00:00,45038.0,-0.0020540341718607857,0.001,-0.0030540341718607858,2,hard_stop,0.00038243327951450725,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:17:00+00:00,45122.8,2024-01-03 08:18:00+00:00,45181.3,0.0012964620989832643,0.001,0.00029646209898326423,1,take_profit,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:23:00+00:00,45138.7,2024-01-03 08:27:00+00:00,45177.3,0.000855142039979162,0.001,-0.00014485796002083797,4,take_profit,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:32:00+00:00,45174.2,2024-01-03 08:33:00+00:00,45179.2,0.00011068264628932845,0.001,-0.0008893173537106716,1,hard_stop,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:38:00+00:00,45164.8,2024-01-03 08:40:00+00:00,45081.1,-0.0018532131217232628,0.001,-0.002853213121723263,2,hard_stop,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:45:00+00:00,45078.8,2024-01-03 08:50:00+00:00,45120.7,0.0009294834822575204,0.001,-7.05165177424796e-05,5,take_profit,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 08:55:00+00:00,45158.1,2024-01-03 08:56:00+00:00,45206.6,0.0010740044421708728,0.001,7.400444217087274e-05,1,take_profit,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 09:01:00+00:00,45226.9,2024-01-03 09:02:00+00:00,45269.2,0.0009352840897782766,0.001,-6.471591022172343e-05,1,take_profit,0.00036323298137682476,lower,18.174594120166148
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-01-03 09:07:00+00:00,45270.0,2024-01-03 09:10:00+00:00,45306.6,0.0008084824387011302,0.001,-0.00019151756129886979,3,take_profit,0.00036323298137682476,lower,18.174594120166148
